station,date,prcp,tobs
USC00519397,23/10/2016,0.01,78
USC00519397,24/10/2016,0,77
USC00519397,25/10/2016,0.03,77
USC00519397,26/10/2016,0,78
USC00519397,27/10/2016,0,77
USC00519397,28/10/2016,0,78
USC00519397,29/10/2016,0,77
USC00519397,30/10/2016,0.24,76
USC00519397,31/10/2016,0.03,77
USC00519397,01/11/2016,0,77
USC00519397,02/11/2016,0,77
USC00519397,03/11/2016,0,77
USC00519397,04/11/2016,0,77
USC00519397,05/11/2016,0,76
USC00519397,06/11/2016,0,75
USC00519397,07/11/2016,0,71
USC00519397,08/11/2016,0.07,71
USC00519397,09/11/2016,0,71
USC00519397,10/11/2016,0,71
USC00519397,11/11/2016,0,72
USC00519397,12/11/2016,0,71
USC00519397,13/11/2016,0,72
USC00519397,14/11/2016,0,77
USC00519397,15/11/2016,0,77
USC00519397,16/11/2016,0,77
USC00519397,17/11/2016,0,77
USC00519397,18/11/2016,0,77
USC00519397,19/11/2016,0.03,75
USC00519397,20/11/2016,0.05,76
USC00519397,21/11/2016,0.01,76
USC00519397,22/11/2016,0.13,75
USC00519397,23/11/2016,0.14,72
USC00519397,24/11/2016,0.05,74
USC00519397,25/11/2016,0.05,75
USC00519397,26/11/2016,0.05,73
USC00519397,27/11/2016,0,76
USC00519397,28/11/2016,0.01,75
USC00519397,29/11/2016,0,68
USC00519397,30/11/2016,0.14,75
USC00519397,01/12/2016,0.12,75
USC00519397,02/12/2016,0.03,72
USC00519397,03/12/2016,0,69
USC00519397,04/12/2016,0.03,71
USC00519397,05/12/2016,0.43,68
USC00519397,06/12/2016,0.02,67
USC00519397,07/12/2016,0,69
USC00519397,08/12/2016,0.03,73
USC00519397,09/12/2016,0.52,70
USC00519397,10/12/2016,0.05,70
USC00519397,11/12/2016,0.04,70
USC00519397,12/12/2016,0.01,66
USC00519397,13/12/2016,0.05,67
USC00519397,14/12/2016,0.03,70
USC00519397,15/12/2016,0,66
USC00519397,16/12/2016,0,62
USC00519397,17/12/2016,0.01,71
USC00519397,18/12/2016,0.13,73
USC00519397,19/12/2016,0.01,69
USC00519397,20/12/2016,0,77
USC00519397,21/12/2016,0,74
USC00519397,22/12/2016,0.01,71
USC00519397,23/12/2016,0.01,72
USC00519397,24/12/2016,0.01,74
USC00519397,25/12/2016,0,74
USC00519397,26/12/2016,0.02,74
USC00519397,27/12/2016,0,74
USC00519397,28/12/2016,0.02,71
USC00519397,29/12/2016,0.04,73
USC00519397,30/12/2016,0.12,69
USC00519397,31/12/2016,0.01,66
USC00519397,01/01/2017,0,62
USC00519397,02/01/2017,0,66
USC00519397,03/01/2017,0,63
USC00519397,04/01/2017,0,62
USC00519397,05/01/2017,0,63
USC00519397,06/01/2017,0,64
USC00519397,07/01/2017,0,66
USC00519397,08/01/2017,0,60
USC00519397,09/01/2017,0,64
USC00519397,10/01/2017,0,63
USC00519397,11/01/2017,0,78
USC00519397,12/01/2017,0,67
USC00519397,13/01/2017,0,67
USC00519397,14/01/2017,0,65
USC00519397,15/01/2017,0,66
USC00519397,16/01/2017,0,67
USC00519397,17/01/2017,0,66
USC00519397,18/01/2017,0,72
USC00519397,19/01/2017,0,73
USC00519397,20/01/2017,0,71
USC00519397,21/01/2017,0,72
USC00519397,22/01/2017,0.16,72
USC00519397,23/01/2017,0,72
USC00519397,24/01/2017,0.04,69
USC00519397,25/01/2017,0.03,72
USC00519397,26/01/2017,0,71
USC00519397,27/01/2017,0,65
USC00519397,28/01/2017,0,64
USC00519397,29/01/2017,0.18,67
USC00519397,30/01/2017,0,67
USC00519397,31/01/2017,0,68
USC00519397,01/02/2017,0,70
USC00519397,02/02/2017,0,61
USC00519397,03/02/2017,0,65
USC00519397,04/02/2017,0,72
USC00519397,05/02/2017,0,73
USC00519397,06/02/2017,0,76
USC00519397,07/02/2017,0.51,64
USC00519397,08/02/2017,0,62
USC00519397,09/02/2017,0,61
USC00519397,10/02/2017,0,71
USC00519397,11/02/2017,0.31,69
USC00519397,12/02/2017,2.62,68
USC00519397,13/02/2017,0.01,74
USC00519397,14/02/2017,0,75
USC00519397,15/02/2017,0,75
USC00519397,16/02/2017,0.07,71
USC00519397,17/02/2017,0,71
USC00519397,18/02/2017,0,68
USC00519397,19/02/2017,0,69
USC00519397,20/02/2017,0,71
USC00519397,21/02/2017,0.06,70
USC00519397,22/02/2017,0.06,72
USC00519397,23/02/2017,0.01,74
USC00519397,24/02/2017,0,70
USC00519397,25/02/2017,0.03,64
USC00519397,26/02/2017,0,65
USC00519397,27/02/2017,0,72
USC00519397,28/02/2017,0,74
USC00519397,01/03/2017,1.19,66
USC00519397,02/03/2017,0.73,73
USC00519397,03/03/2017,0.47,69
USC00519397,04/03/2017,0,74
USC00519397,05/03/2017,0.35,71
USC00519397,06/03/2017,0,69
USC00519397,07/03/2017,0,68
USC00519397,08/03/2017,0,71
USC00519397,09/03/2017,0,72
USC00519397,10/03/2017,0,68
USC00519397,11/03/2017,0,71
USC00519397,12/03/2017,0,74
USC00519397,13/03/2017,0,71
USC00519397,14/03/2017,0,71
USC00519397,15/03/2017,0,71
USC00519397,16/03/2017,0,70
USC00519397,17/03/2017,0,72
USC00519397,18/03/2017,0,69
USC00519397,19/03/2017,0,73
USC00519397,20/03/2017,0,75
USC00519397,21/03/2017,0,75
USC00519397,22/03/2017,0,74
USC00519397,23/03/2017,0,70
USC00519397,24/03/2017,0.02,73
USC00519397,25/03/2017,0,76
USC00519397,26/03/2017,0,76
USC00519397,27/03/2017,0,75
USC00519397,28/03/2017,0,77
USC00519397,29/03/2017,0,76
USC00519397,30/03/2017,0,77
USC00519397,31/03/2017,0,76
USC00519397,01/04/2017,0,76
USC00519397,02/04/2017,0,76
USC00519397,03/04/2017,0,77
USC00519397,04/04/2017,0,76
USC00519397,05/04/2017,0,78
USC00519397,06/04/2017,0,77
USC00519397,07/04/2017,0,77
USC00519397,08/04/2017,0,77
USC00519397,09/04/2017,0,72
USC00519397,10/04/2017,0,75
USC00519397,11/04/2017,0,79
USC00519397,12/04/2017,0,78
USC00519397,13/04/2017,0,77
USC00519397,14/04/2017,0.26,75
USC00519397,15/04/2017,0.01,73
USC00519397,16/04/2017,0,74
USC00519397,17/04/2017,0.02,74
USC00519397,18/04/2017,0,75
USC00519397,19/04/2017,0.02,74
USC00519397,20/04/2017,0.05,78
USC00519397,21/04/2017,0.23,73
USC00519397,22/04/2017,0.32,76
USC00519397,23/04/2017,0.03,77
USC00519397,24/04/2017,0,77
USC00519397,25/04/2017,0,77
USC00519397,26/04/2017,0,77
USC00519397,27/04/2017,0,78
USC00519397,28/04/2017,0,76
USC00519397,29/04/2017,0.12,72
USC00519397,30/04/2017,0.89,63
USC00519397,01/05/2017,0.26,75
USC00519397,02/05/2017,0,78
USC00519397,03/05/2017,0,78
USC00519397,04/05/2017,0,78
USC00519397,05/05/2017,0,79
USC00519397,06/05/2017,0,79
USC00519397,07/05/2017,0,79
USC00519397,08/05/2017,0,77
USC00519397,10/05/2017,0,78
USC00519397,11/05/2017,0.01,78
USC00519397,12/05/2017,0,79
USC00519397,13/05/2017,0,79
USC00519397,14/05/2017,0,77
USC00519397,15/05/2017,0.05,78
USC00519397,16/05/2017,0.01,78
USC00519397,17/05/2017,0,78
USC00519397,18/05/2017,0.01,73
USC00519397,19/05/2017,0,76
USC00519397,20/05/2017,0,78
USC00519397,21/05/2017,0,76
USC00519397,22/05/2017,0,77
USC00519397,23/05/2017,0.08,87
USC00519397,24/05/2017,0.13,77
USC00519397,25/05/2017,0.15,77
USC00519397,27/05/2017,0.01,74
USC00519397,28/05/2017,0.02,76
USC00519397,29/05/2017,0,75
USC00519397,30/05/2017,0.26,76
USC00519397,31/05/2017,0.02,79
USC00519397,01/06/2017,0,79
USC00519397,02/06/2017,0,79
USC00519397,03/06/2017,0.02,79
USC00519397,04/06/2017,0,79
USC00519397,05/06/2017,0,80
USC00519397,06/06/2017,0,79
USC00519397,07/06/2017,0,79
USC00519397,08/06/2017,0,80
USC00519397,09/06/2017,0,80
USC00519397,10/06/2017,0.04,77
USC00519397,11/06/2017,0.08,79
USC00519397,12/06/2017,0.02,83
USC00519397,13/06/2017,0,80
USC00519397,14/06/2017,0,80
USC00519397,15/06/2017,0,78
USC00519397,16/06/2017,0,79
USC00519397,17/06/2017,0,80
USC00519397,18/06/2017,0.05,77
USC00519397,19/06/2017,0,80
USC00519397,20/06/2017,0.02,78
USC00519397,21/06/2017,0,79
USC00519397,22/06/2017,0,80
USC00519397,23/06/2017,0,78
USC00519397,24/06/2017,0.06,80
USC00519397,25/06/2017,0,80
USC00519397,26/06/2017,0,81
USC00519397,27/06/2017,0,80
USC00519397,28/06/2017,0,79
USC00519397,29/06/2017,0,79
USC00519397,30/06/2017,0.08,75
USC00519397,01/07/2017,0.02,80
USC00519397,02/07/2017,0.02,80
USC00519397,03/07/2017,0.04,78
USC00519397,04/07/2017,0.04,80
USC00519397,05/07/2017,0,80
USC00519397,06/07/2017,0,81
USC00519397,07/07/2017,0,79
USC00519397,08/07/2017,0,80
USC00519397,09/07/2017,0,80
USC00519397,10/07/2017,0,80
USC00519397,11/07/2017,0,78
USC00519397,12/07/2017,0,81
USC00519397,13/07/2017,0.07,79
USC00519397,14/07/2017,0.02,81
USC00519397,15/07/2017,0,80
USC00519397,16/07/2017,0.02,78
USC00519397,17/07/2017,0.03,80
USC00519397,18/07/2017,0.05,80
USC00519397,20/07/2017,0.03,80
USC00519397,21/07/2017,0,80
USC00519397,22/07/2017,0.03,81
USC00519397,23/07/2017,0,81
USC00519397,24/07/2017,0.05,78
USC00519397,25/07/2017,0,80
USC00519397,26/07/2017,0,82
USC00519397,27/07/2017,0,79
USC00519397,28/07/2017,0,81
USC00519397,29/07/2017,0,81
USC00519397,30/07/2017,0,81
USC00519397,31/07/2017,0,80
USC00519397,01/08/2017,0.02,77
USC00519397,02/08/2017,0,73
USC00519397,03/08/2017,0,79
USC00519397,04/08/2017,0.02,80
USC00519397,05/08/2017,0,81
USC00519397,06/08/2017,0,80
USC00519397,07/08/2017,0,80
USC00519397,08/08/2017,0,80
USC00519397,09/08/2017,0,80
USC00519397,10/08/2017,0,81
USC00519397,11/08/2017,0,78
USC00519397,12/08/2017,0,80
USC00519397,13/08/2017,0,81
USC00519397,14/08/2017,0,79
USC00519397,15/08/2017,0.02,78
USC00519397,18/08/2017,0,80
USC00519397,19/08/2017,0,79
USC00519397,20/08/2017,0,81
USC00519397,21/08/2017,0,81
USC00519397,22/08/2017,0,82
USC00519397,23/08/2017,0,81
USC00513117,01/01/2010,0.28,67
USC00513117,02/01/2010,0,65
USC00513117,03/01/2010,0,75
USC00513117,04/01/2010,0,76
USC00513117,05/01/2010,0,76
USC00513117,06/01/2010,0.02,76
USC00513117,07/01/2010,0.38,70
USC00513117,08/01/2010,0.01,66
USC00513117,09/01/2010,0,69
USC00513117,10/01/2010,0,74
USC00513117,11/01/2010,0.03,67
USC00513117,12/01/2010,0,64
USC00513117,13/01/2010,0,64
USC00513117,14/01/2010,0,65
USC00513117,15/01/2010,0,69
USC00513117,16/01/2010,0,71
USC00513117,17/01/2010,0,69
USC00513117,18/01/2010,0,73
USC00513117,19/01/2010,0,73
USC00513117,20/01/2010,0.01,72
USC00513117,21/01/2010,0.04,70
USC00513117,22/01/2010,0,65
USC00513117,23/01/2010,0,73
USC00513117,24/01/2010,0,74
USC00513117,25/01/2010,0,68
USC00513117,26/01/2010,0,77
USC00513117,27/01/2010,0.12,71
USC00513117,28/01/2010,0.19,68
USC00513117,29/01/2010,0.19,68
USC00513117,30/01/2010,1.7,69
USC00513117,31/01/2010,0.28,73
USC00513117,01/02/2010,0.01,69
USC00513117,02/02/2010,0,70
USC00513117,03/02/2010,0.31,66
USC00513117,04/02/2010,0,69
USC00513117,05/02/2010,0,70
USC00513117,06/02/2010,0.06,66
USC00513117,07/02/2010,0,66
USC00513117,08/02/2010,0,71
USC00513117,09/02/2010,0,72
USC00513117,10/02/2010,0,65
USC00513117,13/02/2010,,71
USC00513117,14/02/2010,0,67
USC00513117,15/02/2010,0,72
USC00513117,16/02/2010,0,64
USC00513117,17/02/2010,0.02,69
USC00513117,18/02/2010,0,68
USC00513117,19/02/2010,0.05,63
USC00513117,20/02/2010,0.17,66
USC00513117,21/02/2010,0.04,66
USC00513117,22/02/2010,0.87,66
USC00513117,23/02/2010,0,65
USC00513117,24/02/2010,0,65
USC00513117,25/02/2010,0,70
USC00513117,26/02/2010,0,74
USC00513117,27/02/2010,0,70
USC00513117,28/02/2010,0,70
USC00513117,01/03/2010,0.04,70
USC00513117,02/03/2010,0,71
USC00513117,03/03/2010,0,71
USC00513117,04/03/2010,0.33,68
USC00513117,05/03/2010,0.21,69
USC00513117,06/03/2010,0.09,71
USC00513117,07/03/2010,0,70
USC00513117,08/03/2010,0.34,70
USC00513117,09/03/2010,0.05,68
USC00513117,10/03/2010,0.04,70
USC00513117,11/03/2010,0.09,71
USC00513117,12/03/2010,0.03,71
USC00513117,13/03/2010,0,70
USC00513117,14/03/2010,0,72
USC00513117,15/03/2010,0.16,70
USC00513117,16/03/2010,0.16,71
USC00513117,17/03/2010,0.4,66
USC00513117,18/03/2010,0.44,66
USC00513117,19/03/2010,0.08,69
USC00513117,20/03/2010,0.01,69
USC00513117,21/03/2010,0,71
USC00513117,22/03/2010,0,68
USC00513117,23/03/2010,0,67
USC00513117,24/03/2010,0.03,72
USC00513117,25/03/2010,0.01,72
USC00513117,26/03/2010,0.02,71
USC00513117,27/03/2010,0.01,71
USC00513117,28/03/2010,0.01,71
USC00513117,29/03/2010,0,72
USC00513117,30/03/2010,0.02,73
USC00513117,31/03/2010,0.02,71
USC00513117,01/04/2010,0.01,73
USC00513117,02/04/2010,0.02,71
USC00513117,03/04/2010,0.03,72
USC00513117,04/04/2010,0.13,71
USC00513117,05/04/2010,0.19,71
USC00513117,06/04/2010,0.07,69
USC00513117,07/04/2010,0.51,70
USC00513117,08/04/2010,0,73
USC00513117,09/04/2010,0.24,69
USC00513117,10/04/2010,0.03,72
USC00513117,11/04/2010,0.03,69
USC00513117,12/04/2010,0.01,71
USC00513117,13/04/2010,0.06,71
USC00513117,14/04/2010,0.07,69
USC00513117,15/04/2010,0,69
USC00513117,16/04/2010,0.03,67
USC00513117,17/04/2010,0.02,69
USC00513117,18/04/2010,0,70
USC00513117,19/04/2010,0.01,71
USC00513117,20/04/2010,0.06,70
USC00513117,21/04/2010,0,72
USC00513117,22/04/2010,0,72
USC00513117,23/04/2010,0.13,71
USC00513117,24/04/2010,0.15,73
USC00513117,25/04/2010,0,74
USC00513117,26/04/2010,0,72
USC00513117,27/04/2010,0.01,72
USC00513117,28/04/2010,0.07,71
USC00513117,29/04/2010,0.01,74
USC00513117,30/04/2010,0.02,74
USC00513117,01/05/2010,0.02,72
USC00513117,02/05/2010,0.03,72
USC00513117,03/05/2010,0.89,72
USC00513117,04/05/2010,0.07,73
USC00513117,05/05/2010,0,74
USC00513117,06/05/2010,0,73
USC00513117,07/05/2010,0.08,72
USC00513117,08/05/2010,0.01,76
USC00513117,09/05/2010,0,73
USC00513117,10/05/2010,0,74
USC00513117,11/05/2010,0,74
USC00513117,12/05/2010,0.01,73
USC00513117,13/05/2010,0.01,75
USC00513117,14/05/2010,0,74
USC00513117,15/05/2010,0.06,69
USC00513117,16/05/2010,0.1,74
USC00513117,17/05/2010,0,73
USC00513117,18/05/2010,0,74
USC00513117,19/05/2010,0,73
USC00513117,20/05/2010,0.08,72
USC00513117,21/05/2010,0.05,73
USC00513117,22/05/2010,0.05,75
USC00513117,23/05/2010,0.04,74
USC00513117,24/05/2010,0.07,74
USC00513117,25/05/2010,0.09,74
USC00513117,26/05/2010,0.08,74
USC00513117,27/05/2010,0,74
USC00513117,28/05/2010,0,71
USC00513117,29/05/2010,0.01,74
USC00513117,30/05/2010,0,75
USC00513117,31/05/2010,0.02,75
USC00513117,01/06/2010,0.03,74
USC00513117,02/06/2010,0,76
USC00513117,03/06/2010,0,75
USC00513117,04/06/2010,0,75
USC00513117,05/06/2010,0,74
USC00513117,06/06/2010,0,75
USC00513117,07/06/2010,0.02,75
USC00513117,08/06/2010,0,75
USC00513117,09/06/2010,0,75
USC00513117,10/06/2010,0.02,75
USC00513117,11/06/2010,0,83
USC00513117,12/06/2010,0,75
USC00513117,13/06/2010,0.01,76
USC00513117,14/06/2010,0.06,73
USC00513117,15/06/2010,0,74
USC00513117,16/06/2010,0.01,74
USC00513117,17/06/2010,0.02,75
USC00513117,18/06/2010,0.06,70
USC00513117,19/06/2010,0.13,74
USC00513117,20/06/2010,0.02,75
USC00513117,21/06/2010,0.01,75
USC00513117,22/06/2010,0,75
USC00513117,23/06/2010,0,75
USC00513117,24/06/2010,0.01,75
USC00513117,25/06/2010,0.05,74
USC00513117,26/06/2010,0.24,72
USC00513117,27/06/2010,0.03,76
USC00513117,28/06/2010,0.11,73
USC00513117,29/06/2010,0,75
USC00513117,30/06/2010,0.03,76
USC00513117,01/07/2010,0.01,73
USC00513117,02/07/2010,0.14,72
USC00513117,03/07/2010,0.06,75
USC00513117,04/07/2010,0.07,75
USC00513117,05/07/2010,0.03,72
USC00513117,06/07/2010,0.05,72
USC00513117,07/07/2010,0.11,73
USC00513117,08/07/2010,0.04,74
USC00513117,09/07/2010,0.04,74
USC00513117,10/07/2010,0.09,73
USC00513117,11/07/2010,0.02,81
USC00513117,12/07/2010,0,72
USC00513117,13/07/2010,0.01,72
USC00513117,14/07/2010,0.45,70
USC00513117,15/07/2010,0.04,72
USC00513117,16/07/2010,0.02,76
USC00513117,17/07/2010,0.04,75
USC00513117,18/07/2010,0.05,75
USC00513117,19/07/2010,0.12,74
USC00513117,20/07/2010,0.21,75
USC00513117,21/07/2010,0,74
USC00513117,22/07/2010,0.15,76
USC00513117,23/07/2010,0.09,73
USC00513117,24/07/2010,0,77
USC00513117,25/07/2010,0,77
USC00513117,26/07/2010,0,76
USC00513117,27/07/2010,0.03,72
USC00513117,28/07/2010,0.46,75
USC00513117,29/07/2010,0.02,75
USC00513117,30/07/2010,0.01,76
USC00513117,31/07/2010,0.02,77
USC00513117,01/08/2010,0.16,72
USC00513117,02/08/2010,0.15,74
USC00513117,03/08/2010,0.04,74
USC00513117,04/08/2010,0.12,74
USC00513117,05/08/2010,0.13,72
USC00513117,06/08/2010,0,75
USC00513117,07/08/2010,0.05,74
USC00513117,08/08/2010,0.1,73
USC00513117,09/08/2010,0.04,76
USC00513117,10/08/2010,0,76
USC00513117,11/08/2010,0,72
USC00513117,12/08/2010,0.02,76
USC00513117,13/08/2010,0.19,76
USC00513117,14/08/2010,0,75
USC00513117,15/08/2010,0,75
USC00513117,16/08/2010,0.12,70
USC00513117,17/08/2010,0.24,72
USC00513117,18/08/2010,0.08,73
USC00513117,19/08/2010,0.06,76
USC00513117,20/08/2010,0.01,76
USC00513117,21/08/2010,0,76
USC00513117,22/08/2010,0.02,75
USC00513117,23/08/2010,0,76
USC00513117,24/08/2010,0.08,74
USC00513117,25/08/2010,0.25,73
USC00513117,26/08/2010,0.05,74
USC00513117,27/08/2010,0.21,75
USC00513117,28/08/2010,0,76
USC00513117,29/08/2010,0.1,76
USC00513117,30/08/2010,0.02,76
USC00513117,31/08/2010,0,76
USC00513117,01/09/2010,0,75
USC00513117,02/09/2010,0.03,73
USC00513117,03/09/2010,0.29,72
USC00513117,04/09/2010,0.04,73
USC00513117,05/09/2010,0.08,74
USC00513117,06/09/2010,0.01,75
USC00513117,07/09/2010,0.03,75
USC00513117,08/09/2010,0.01,75
USC00513117,09/09/2010,0.01,75
USC00513117,10/09/2010,0.03,76
USC00513117,11/09/2010,0.02,77
USC00513117,12/09/2010,0,76
USC00513117,13/09/2010,0,75
USC00513117,14/09/2010,0.01,76
USC00513117,15/09/2010,0,76
USC00513117,16/09/2010,0.01,77
USC00513117,17/09/2010,0,76
USC00513117,18/09/2010,0.03,76
USC00513117,19/09/2010,0.08,78
USC00513117,20/09/2010,0.03,77
USC00513117,21/09/2010,0.02,75
USC00513117,22/09/2010,0.5,74
USC00513117,23/09/2010,0.33,75
USC00513117,24/09/2010,0,75
USC00513117,25/09/2010,0,76
USC00513117,27/09/2010,,72
USC00513117,28/09/2010,0,73
USC00513117,29/09/2010,0,73
USC00513117,30/09/2010,0.02,73
USC00513117,01/10/2010,0.43,72
USC00513117,02/10/2010,0.16,76
USC00513117,03/10/2010,0.07,82
USC00513117,04/10/2010,0.06,76
USC00513117,05/10/2010,0.07,77
USC00513117,06/10/2010,0,76
USC00513117,07/10/2010,0,74
USC00513117,08/10/2010,0,72
USC00513117,09/10/2010,0,76
USC00513117,10/10/2010,0.03,75
USC00513117,11/10/2010,0.04,76
USC00513117,12/10/2010,0.06,71
USC00513117,13/10/2010,0.02,77
USC00513117,14/10/2010,0,76
USC00513117,15/10/2010,0,74
USC00513117,16/10/2010,0,76
USC00513117,17/10/2010,0.16,77
USC00513117,18/10/2010,0.02,71
USC00513117,19/10/2010,0,72
USC00513117,20/10/2010,0,71
USC00513117,21/10/2010,0.04,73
USC00513117,22/10/2010,0,76
USC00513117,23/10/2010,0,84
USC00513117,24/10/2010,0,76
USC00513117,25/10/2010,0,77
USC00513117,26/10/2010,0.16,76
USC00513117,27/10/2010,0.06,76
USC00513117,28/10/2010,0.09,76
USC00513117,29/10/2010,0.1,75
USC00513117,30/10/2010,0.11,74
USC00513117,31/10/2010,0,71
USC00513117,01/11/2010,0.42,73
USC00513117,02/11/2010,0.1,70
USC00513117,03/11/2010,0,71
USC00513117,04/11/2010,0.39,73
USC00513117,05/11/2010,0.07,75
USC00513117,06/11/2010,0.1,75
USC00513117,07/11/2010,0.21,75
USC00513117,08/11/2010,0,75
USC00513117,09/11/2010,0.01,75
USC00513117,10/11/2010,0,76
USC00513117,11/11/2010,0,75
USC00513117,12/11/2010,0,75
USC00513117,13/11/2010,0.03,75
USC00513117,14/11/2010,0.02,74
USC00513117,15/11/2010,0.35,75
USC00513117,16/11/2010,0.01,74
USC00513117,17/11/2010,0,70
USC00513117,18/11/2010,0,71
USC00513117,19/11/2010,0.19,71
USC00513117,20/11/2010,0.02,71
USC00513117,21/11/2010,0,71
USC00513117,22/11/2010,0.02,68
USC00513117,23/11/2010,0,69
USC00513117,24/11/2010,0,75
USC00513117,25/11/2010,0.16,75
USC00513117,26/11/2010,0,74
USC00513117,27/11/2010,0.03,74
USC00513117,28/11/2010,0.49,71
USC00513117,29/11/2010,0.04,70
USC00513117,30/11/2010,0.15,73
USC00513117,01/12/2010,0.76,73
USC00513117,02/12/2010,0.13,72
USC00513117,03/12/2010,0.16,73
USC00513117,04/12/2010,0,74
USC00513117,05/12/2010,0,73
USC00513117,06/12/2010,0,66
USC00513117,07/12/2010,0,64
USC00513117,08/12/2010,0,66
USC00513117,09/12/2010,0,75
USC00513117,10/12/2010,1.95,65
USC00513117,11/12/2010,0.62,69
USC00513117,12/12/2010,0.15,71
USC00513117,13/12/2010,0.47,69
USC00513117,14/12/2010,0,78
USC00513117,15/12/2010,0,74
USC00513117,16/12/2010,0,68
USC00513117,17/12/2010,0,68
USC00513117,18/12/2010,0,70
USC00513117,19/12/2010,3.18,70
USC00513117,20/12/2010,4.94,71
USC00513117,21/12/2010,0.43,71
USC00513117,22/12/2010,0.01,71
USC00513117,23/12/2010,0.02,71
USC00513117,24/12/2010,0,69
USC00513117,25/12/2010,2.95,69
USC00513117,26/12/2010,0.99,72
USC00513117,27/12/2010,0.46,76
USC00513117,28/12/2010,0.63,72
USC00513117,29/12/2010,0.02,73
USC00513117,30/12/2010,0.11,73
USC00513117,31/12/2010,0.05,74
USC00513117,01/01/2011,0.42,69
USC00513117,02/01/2011,0.11,74
USC00513117,03/01/2011,0.01,74
USC00513117,04/01/2011,0,73
USC00513117,05/01/2011,0.04,67
USC00513117,06/01/2011,0.21,67
USC00513117,07/01/2011,0.02,65
USC00513117,08/01/2011,0.01,64
USC00513117,09/01/2011,0,63
USC00513117,10/01/2011,0,72
USC00513117,11/01/2011,0.11,61
USC00513117,12/01/2011,0.46,71
USC00513117,13/01/2011,5.21,70
USC00513117,14/01/2011,0.22,76
USC00513117,15/01/2011,0,68
USC00513117,16/01/2011,0,69
USC00513117,17/01/2011,0.03,69
USC00513117,18/01/2011,0,66
USC00513117,19/01/2011,0.05,64
USC00513117,20/01/2011,0.01,72
USC00513117,21/01/2011,0.01,73
USC00513117,22/01/2011,0,73
USC00513117,23/01/2011,0,72
USC00513117,24/01/2011,0.01,72
USC00513117,25/01/2011,0,65
USC00513117,26/01/2011,0,67
USC00513117,27/01/2011,0,72
USC00513117,28/01/2011,0,72
USC00513117,29/01/2011,0.01,69
USC00513117,30/01/2011,0.02,72
USC00513117,31/01/2011,0.02,70
USC00513117,01/02/2011,0,67
USC00513117,02/02/2011,0,72
USC00513117,03/02/2011,0,68
USC00513117,04/02/2011,0,65
USC00513117,05/02/2011,0,71
USC00513117,06/02/2011,0.02,76
USC00513117,07/02/2011,1.06,68
USC00513117,08/02/2011,0.52,70
USC00513117,09/02/2011,0.02,71
USC00513117,10/02/2011,0.03,71
USC00513117,11/02/2011,0.33,71
USC00513117,12/02/2011,1.54,68
USC00513117,13/02/2011,0.19,67
USC00513117,14/02/2011,0,70
USC00513117,15/02/2011,0,70
USC00513117,16/02/2011,0.2,74
USC00513117,17/02/2011,0.05,74
USC00513117,18/02/2011,0.1,74
USC00513117,19/02/2011,0,70
USC00513117,20/02/2011,4.88,71
USC00513117,21/02/2011,0,69
USC00513117,22/02/2011,0.02,72
USC00513117,23/02/2011,0,73
USC00513117,24/02/2011,3.3,67
USC00513117,25/02/2011,0,66
USC00513117,26/02/2011,0,69
USC00513117,27/02/2011,0.02,69
USC00513117,28/02/2011,0,70
USC00513117,01/03/2011,0.14,66
USC00513117,02/03/2011,0,72
USC00513117,03/03/2011,0.12,70
USC00513117,04/03/2011,1.05,71
USC00513117,05/03/2011,0.13,69
USC00513117,06/03/2011,1.16,72
USC00513117,07/03/2011,0.01,73
USC00513117,08/03/2011,0.03,72
USC00513117,09/03/2011,0.09,69
USC00513117,10/03/2011,1.33,72
USC00513117,11/03/2011,0.07,72
USC00513117,12/03/2011,0.14,71
USC00513117,13/03/2011,0,72
USC00513117,14/03/2011,0,73
USC00513117,15/03/2011,0,73
USC00513117,16/03/2011,0.01,74
USC00513117,17/03/2011,0.01,71
USC00513117,18/03/2011,0.03,71
USC00513117,19/03/2011,0.04,73
USC00513117,20/03/2011,0.14,73
USC00513117,21/03/2011,0,72
USC00513117,22/03/2011,0.18,70
USC00513117,23/03/2011,0.04,72
USC00513117,24/03/2011,0.12,72
USC00513117,25/03/2011,0.07,72
USC00513117,26/03/2011,0.02,72
USC00513117,27/03/2011,0.04,72
USC00513117,28/03/2011,0.08,72
USC00513117,29/03/2011,0.05,72
USC00513117,30/03/2011,0.08,73
USC00513117,31/03/2011,0,72
USC00513117,01/04/2011,0.03,72
USC00513117,02/04/2011,0.01,72
USC00513117,03/04/2011,0.01,70
USC00513117,04/04/2011,0,73
USC00513117,05/04/2011,0,71
USC00513117,06/04/2011,0.09,70
USC00513117,07/04/2011,0.68,67
USC00513117,08/04/2011,0.39,68
USC00513117,09/04/2011,0.02,74
USC00513117,10/04/2011,0,74
USC00513117,11/04/2011,0,73
USC00513117,12/04/2011,0,73
USC00513117,13/04/2011,0.02,67
USC00513117,14/04/2011,0.02,73
USC00513117,15/04/2011,0.04,69
USC00513117,16/04/2011,0.05,70
USC00513117,17/04/2011,0,73
USC00513117,18/04/2011,0,72
USC00513117,19/04/2011,0,72
USC00513117,20/04/2011,0,70
USC00513117,21/04/2011,0,71
USC00513117,22/04/2011,0,73
USC00513117,23/04/2011,0,75
USC00513117,24/04/2011,0,73
